checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
low_balance,30,all_paid_this_bank,furniture_equipment,3496,high_savings,1_to_4_years,4,male_single,none,2,car_or_other,34,stores,own,1,skilled_employee,2,has_phone,yes,good
no_checking_account,48,all_paid_this_bank,business,3609,very_low_savings,1_to_4_years,1,female_divorced_married,none,1,real_estate,27,stores,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,12,critical_account,car_new,4843,very_low_savings,over_7_years,3,male_single,co_applicant,4,insurance_savings,43,none,rent,2,skilled_employee,1,has_phone,yes,bad
high_balance,30,critical_account,radio_tv,3017,very_low_savings,over_7_years,4,male_single,none,4,insurance_savings,47,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,critical_account,business,4139,low_savings,1_to_4_years,3,male_single,none,3,insurance_savings,27,none,own,2,unskilled_resident,1,has_phone,yes,good
no_checking_account,36,existing_paid_duly,business,5742,low_savings,4_to_7_years,2,male_single,none,2,car_or_other,31,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,60,existing_paid_duly,car_new,10366,very_low_savings,over_7_years,2,male_single,none,4,insurance_savings,42,none,own,1,management_self_employed,1,has_phone,yes,good
no_checking_account,6,critical_account,car_new,2080,medium_savings,1_to_4_years,1,male_married_widowed,none,2,car_or_other,24,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,21,payment_delay_past,business,2580,medium_savings,less_than_1_year,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,no_phone,yes,bad
no_checking_account,30,critical_account,radio_tv,4530,very_low_savings,4_to_7_years,4,female_divorced_married,none,4,car_or_other,26,none,rent,1,management_self_employed,1,has_phone,yes,good
no_checking_account,24,critical_account,furniture_equipment,5150,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,33,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,72,existing_paid_duly,radio_tv,5595,low_savings,1_to_4_years,2,male_married_widowed,none,2,car_or_other,24,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,radio_tv,2384,very_low_savings,over_7_years,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,1453,very_low_savings,less_than_1_year,3,female_divorced_married,none,1,real_estate,26,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,6,existing_paid_duly,education,1538,very_low_savings,less_than_1_year,1,female_divorced_married,none,2,no_property,56,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,12,existing_paid_duly,radio_tv,2279,no_savings,1_to_4_years,4,male_single,none,4,no_property,37,none,free,1,skilled_employee,1,has_phone,yes,good
no_checking_account,15,payment_delay_past,radio_tv,1478,very_low_savings,1_to_4_years,4,male_married_widowed,none,3,real_estate,33,bank,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,critical_account,radio_tv,5103,very_low_savings,less_than_1_year,3,male_married_widowed,none,3,no_property,47,none,free,3,skilled_employee,1,has_phone,yes,good
low_balance,36,payment_delay_past,business,9857,low_savings,4_to_7_years,1,male_single,none,3,insurance_savings,31,none,own,2,unskilled_resident,2,has_phone,yes,good
no_checking_account,60,existing_paid_duly,car_new,6527,no_savings,1_to_4_years,4,male_single,none,4,no_property,34,none,free,1,skilled_employee,2,has_phone,yes,good
high_balance,10,critical_account,radio_tv,1347,no_savings,4_to_7_years,4,male_single,none,2,insurance_savings,27,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,36,payment_delay_past,car_new,2862,low_savings,over_7_years,4,male_single,none,3,no_property,30,none,free,1,skilled_employee,1,no_phone,yes,good
no_checking_account,9,existing_paid_duly,radio_tv,2753,low_savings,over_7_years,3,male_single,co_applicant,4,car_or_other,35,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,3651,high_savings,1_to_4_years,1,male_single,none,3,insurance_savings,31,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,15,critical_account,furniture_equipment,975,very_low_savings,1_to_4_years,2,male_divorced,none,3,insurance_savings,25,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,15,existing_paid_duly,repairs,2631,low_savings,1_to_4_years,3,female_divorced_married,none,2,real_estate,25,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,24,existing_paid_duly,radio_tv,2896,low_savings,less_than_1_year,2,male_single,none,1,car_or_other,29,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,6,critical_account,car_new,4716,no_savings,less_than_1_year,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,no_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,2284,very_low_savings,4_to_7_years,4,male_single,none,2,car_or_other,28,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,6,existing_paid_duly,car_used,1236,medium_savings,1_to_4_years,2,male_single,none,4,insurance_savings,50,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1103,very_low_savings,4_to_7_years,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled_employee,1,no_phone,no,good
no_checking_account,12,critical_account,car_new,926,very_low_savings,unemployed,1,female_divorced_married,none,2,insurance_savings,38,none,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,1800,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,24,none,own,2,skilled_employee,1,no_phone,yes,good
high_balance,15,existing_paid_duly,education,1905,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,40,none,rent,1,management_self_employed,1,has_phone,yes,good
no_checking_account,12,existing_paid_duly,furniture_equipment,1123,medium_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,29,none,rent,1,unskilled_resident,1,no_phone,yes,bad
negative_balance,48,critical_account,car_used,6331,very_low_savings,over_7_years,4,male_single,none,4,no_property,46,none,free,2,skilled_employee,1,has_phone,yes,bad
high_balance,24,existing_paid_duly,radio_tv,1377,low_savings,over_7_years,4,female_divorced_married,none,2,no_property,47,none,free,1,skilled_employee,1,has_phone,yes,good
low_balance,30,payment_delay_past,business,2503,low_savings,over_7_years,4,male_single,none,2,insurance_savings,41,stores,own,2,skilled_employee,1,no_phone,yes,good
low_balance,27,existing_paid_duly,business,2528,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,insurance_savings,32,none,own,1,skilled_employee,2,has_phone,yes,good
no_checking_account,15,existing_paid_duly,car_new,5324,medium_savings,over_7_years,1,female_divorced_married,none,4,no_property,35,none,free,1,skilled_employee,1,no_phone,yes,good
low_balance,48,existing_paid_duly,car_new,6560,low_savings,4_to_7_years,3,male_single,none,2,insurance_savings,24,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,12,no_credit_all_paid,furniture_equipment,2969,very_low_savings,less_than_1_year,4,female_divorced_married,none,3,insurance_savings,25,none,rent,2,skilled_employee,1,no_phone,yes,bad
low_balance,9,existing_paid_duly,radio_tv,1206,very_low_savings,over_7_years,4,female_divorced_married,none,4,real_estate,25,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,9,existing_paid_duly,radio_tv,2118,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,629,medium_savings,over_7_years,4,male_single,none,3,insurance_savings,32,bank,own,2,management_self_employed,1,has_phone,yes,good
negative_balance,6,all_paid_this_bank,education,1198,very_low_savings,over_7_years,4,female_divorced_married,none,4,no_property,35,none,free,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,21,existing_paid_duly,car_used,2476,no_savings,over_7_years,4,male_single,none,4,real_estate,46,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,9,critical_account,radio_tv,1138,very_low_savings,1_to_4_years,4,male_single,none,4,real_estate,25,none,own,2,unskilled_resident,1,no_phone,yes,good
low_balance,60,existing_paid_duly,car_new,14027,very_low_savings,4_to_7_years,4,male_single,none,2,no_property,27,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,30,critical_account,car_used,7596,no_savings,over_7_years,1,male_single,none,4,car_or_other,63,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,30,critical_account,radio_tv,3077,no_savings,over_7_years,3,male_single,none,2,car_or_other,40,none,own,2,skilled_employee,2,has_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,1505,very_low_savings,1_to_4_years,4,male_single,none,2,no_property,32,none,free,1,management_self_employed,1,has_phone,yes,good
high_balance,24,critical_account,radio_tv,3148,no_savings,1_to_4_years,3,male_single,none,2,car_or_other,31,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,20,no_credit_all_paid,car_used,6148,low_savings,over_7_years,3,male_married_widowed,none,4,car_or_other,31,bank,own,2,skilled_employee,1,has_phone,yes,good
high_balance,9,no_credit_all_paid,radio_tv,1337,very_low_savings,less_than_1_year,4,male_single,none,2,car_or_other,34,none,own,2,management_self_employed,1,has_phone,yes,bad
low_balance,6,all_paid_this_bank,education,433,high_savings,less_than_1_year,4,female_divorced_married,none,2,insurance_savings,24,bank,rent,1,skilled_employee,2,no_phone,yes,bad
negative_balance,12,existing_paid_duly,car_new,1228,very_low_savings,1_to_4_years,4,female_divorced_married,none,2,real_estate,24,none,own,1,unskilled_resident,1,no_phone,yes,bad
low_balance,9,existing_paid_duly,radio_tv,790,medium_savings,1_to_4_years,4,female_divorced_married,none,3,real_estate,66,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,27,existing_paid_duly,car_new,2570,very_low_savings,1_to_4_years,3,female_divorced_married,none,3,real_estate,21,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,6,critical_account,car_new,250,high_savings,1_to_4_years,2,female_divorced_married,none,2,real_estate,41,bank,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,15,critical_account,radio_tv,1316,medium_savings,1_to_4_years,2,male_married_widowed,none,2,insurance_savings,47,none,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,radio_tv,1882,very_low_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,25,bank,rent,2,skilled_employee,1,no_phone,yes,bad
low_balance,48,all_paid_this_bank,business,6416,very_low_savings,over_7_years,4,female_divorced_married,none,3,no_property,59,none,rent,1,skilled_employee,1,no_phone,yes,bad
high_balance,24,critical_account,business,1275,high_savings,1_to_4_years,2,male_divorced,none,4,real_estate,36,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,24,payment_delay_past,radio_tv,6403,very_low_savings,less_than_1_year,1,male_single,none,2,car_or_other,33,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,24,existing_paid_duly,radio_tv,1987,very_low_savings,1_to_4_years,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,no_phone,yes,bad
low_balance,8,existing_paid_duly,radio_tv,760,very_low_savings,4_to_7_years,4,female_divorced_married,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,car_used,2603,high_savings,1_to_4_years,2,female_divorced_married,none,4,car_or_other,28,none,rent,1,skilled_employee,1,has_phone,yes,good
no_checking_account,4,critical_account,car_new,3380,very_low_savings,4_to_7_years,1,female_divorced_married,none,1,real_estate,37,none,own,1,skilled_employee,2,no_phone,yes,good
low_balance,36,all_paid_this_bank,domestic_appliances,3990,no_savings,less_than_1_year,3,female_divorced_married,none,2,no_property,29,bank,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,good
low_balance,24,existing_paid_duly,car_used,11560,very_low_savings,1_to_4_years,1,female_divorced_married,none,4,car_or_other,23,none,rent,2,management_self_employed,1,no_phone,yes,bad
negative_balance,18,existing_paid_duly,car_new,4380,low_savings,1_to_4_years,3,male_single,none,4,car_or_other,35,none,own,1,unskilled_resident,2,has_phone,yes,good
no_checking_account,6,critical_account,car_new,6761,very_low_savings,4_to_7_years,1,male_single,none,3,no_property,45,none,own,2,management_self_employed,2,has_phone,yes,good
low_balance,30,no_credit_all_paid,business,4280,low_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,26,none,rent,2,unskilled_resident,1,no_phone,yes,bad
negative_balance,24,all_paid_this_bank,car_new,2325,low_savings,4_to_7_years,2,male_single,none,3,car_or_other,32,bank,own,1,skilled_employee,1,no_phone,yes,good
low_balance,10,all_paid_this_bank,radio_tv,1048,very_low_savings,1_to_4_years,4,male_single,none,4,real_estate,23,stores,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,21,existing_paid_duly,radio_tv,3160,no_savings,over_7_years,4,male_single,none,3,insurance_savings,41,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,24,all_paid_this_bank,furniture_equipment,2483,medium_savings,1_to_4_years,4,male_single,none,4,real_estate,22,stores,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,39,critical_account,furniture_equipment,14179,no_savings,4_to_7_years,4,male_single,none,4,insurance_savings,30,none,own,2,management_self_employed,1,has_phone,yes,good
negative_balance,13,critical_account,business,1797,very_low_savings,less_than_1_year,3,male_single,none,1,insurance_savings,28,bank,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,15,existing_paid_duly,car_new,2511,very_low_savings,unemployed,1,female_divorced_married,none,4,car_or_other,23,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,1274,very_low_savings,less_than_1_year,3,female_divorced_married,none,1,real_estate,37,none,own,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,21,existing_paid_duly,car_used,5248,no_savings,1_to_4_years,1,male_single,none,3,car_or_other,26,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,15,existing_paid_duly,car_used,3029,very_low_savings,4_to_7_years,2,male_single,none,2,car_or_other,33,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,6,existing_paid_duly,furniture_equipment,428,very_low_savings,over_7_years,2,female_divorced_married,none,1,insurance_savings,49,bank,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,18,existing_paid_duly,car_new,976,very_low_savings,less_than_1_year,1,female_divorced_married,none,2,car_or_other,23,none,own,1,unskilled_resident,1,no_phone,yes,bad
low_balance,12,existing_paid_duly,business,841,low_savings,4_to_7_years,2,female_divorced_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,30,critical_account,radio_tv,5771,very_low_savings,4_to_7_years,4,female_divorced_married,none,2,car_or_other,25,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,payment_delay_past,repairs,1555,high_savings,over_7_years,4,male_single,none,4,no_property,55,none,free,2,skilled_employee,2,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_new,1285,no_savings,4_to_7_years,4,female_divorced_married,none,4,no_property,32,none,rent,1,skilled_employee,1,no_phone,yes,bad
high_balance,6,critical_account,car_new,1299,very_low_savings,1_to_4_years,1,male_single,none,1,real_estate,74,none,own,3,unemployed_unskilled_nonresident,2,no_phone,no,good
high_balance,15,critical_account,radio_tv,1271,no_savings,1_to_4_years,3,male_single,none,4,no_property,39,none,free,2,skilled_employee,1,has_phone,yes,bad
no_checking_account,24,existing_paid_duly,car_new,1393,very_low_savings,1_to_4_years,2,male_single,guarantor,2,real_estate,31,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,12,critical_account,car_new,691,very_low_savings,over_7_years,4,male_single,none,3,insurance_savings,35,none,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,15,critical_account,car_new,5045,no_savings,over_7_years,1,female_divorced_married,none,4,car_or_other,59,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,18,critical_account,furniture_equipment,2124,very_low_savings,1_to_4_years,4,female_divorced_married,none,4,real_estate,24,none,rent,2,skilled_employee,1,no_phone,yes,bad
negative_balance,12,existing_paid_duly,radio_tv,2214,very_low_savings,1_to_4_years,4,male_single,none,3,insurance_savings,24,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,21,critical_account,car_new,12680,no_savings,over_7_years,4,male_single,none,4,no_property,30,none,free,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,24,critical_account,car_new,2463,low_savings,4_to_7_years,4,male_married_widowed,none,3,insurance_savings,27,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1155,very_low_savings,over_7_years,3,male_married_widowed,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,30,existing_paid_duly,furniture_equipment,3108,very_low_savings,less_than_1_year,2,male_divorced,none,4,insurance_savings,31,none,own,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,10,existing_paid_duly,car_used,2901,no_savings,less_than_1_year,1,female_divorced_married,none,4,real_estate,31,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,12,critical_account,furniture_equipment,3617,very_low_savings,over_7_years,1,male_single,none,4,car_or_other,28,none,rent,3,skilled_employee,1,has_phone,yes,good
no_checking_account,12,critical_account,radio_tv,1655,very_low_savings,over_7_years,2,male_single,none,4,real_estate,63,none,own,2,unskilled_resident,1,has_phone,yes,good
negative_balance,24,existing_paid_duly,car_used,2812,no_savings,over_7_years,2,female_divorced_married,none,4,real_estate,26,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,36,critical_account,education,8065,very_low_savings,1_to_4_years,3,female_divorced_married,none,2,no_property,25,none,own,2,management_self_employed,1,has_phone,yes,bad
no_checking_account,21,critical_account,car_used,3275,very_low_savings,over_7_years,1,male_single,none,4,car_or_other,36,none,own,1,management_self_employed,1,has_phone,yes,good
no_checking_account,24,critical_account,radio_tv,2223,low_savings,over_7_years,4,male_single,none,4,insurance_savings,52,bank,own,2,skilled_employee,1,no_phone,yes,good
high_balance,12,critical_account,car_new,1480,medium_savings,unemployed,2,male_single,none,4,no_property,66,bank,free,3,unemployed_unskilled_nonresident,1,no_phone,yes,good
negative_balance,24,existing_paid_duly,car_new,1371,no_savings,1_to_4_years,4,female_divorced_married,none,4,real_estate,25,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,36,critical_account,car_new,3535,very_low_savings,4_to_7_years,4,male_single,none,4,car_or_other,37,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,18,existing_paid_duly,radio_tv,3509,very_low_savings,4_to_7_years,4,female_divorced_married,guarantor,1,real_estate,25,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,36,critical_account,car_used,5711,high_savings,over_7_years,4,male_single,none,2,car_or_other,38,none,own,2,management_self_employed,1,has_phone,yes,good
low_balance,18,existing_paid_duly,repairs,3872,very_low_savings,unemployed,2,female_divorced_married,none,4,car_or_other,67,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,39,critical_account,radio_tv,4933,very_low_savings,4_to_7_years,2,male_single,guarantor,2,real_estate,25,none,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,critical_account,car_new,1940,high_savings,over_7_years,4,male_single,none,4,real_estate,60,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,12,no_credit_all_paid,retraining,1410,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,1,has_phone,yes,good
low_balance,12,existing_paid_duly,car_new,836,low_savings,less_than_1_year,4,female_divorced_married,none,2,insurance_savings,23,bank,own,1,unskilled_resident,1,no_phone,yes,bad
low_balance,20,existing_paid_duly,car_used,6468,no_savings,unemployed,1,male_divorced,none,4,real_estate,60,none,own,1,management_self_employed,1,has_phone,yes,good
low_balance,18,existing_paid_duly,business,1941,high_savings,1_to_4_years,4,male_single,none,2,insurance_savings,35,none,own,1,unskilled_resident,1,has_phone,yes,good
no_checking_account,22,existing_paid_duly,radio_tv,2675,medium_savings,over_7_years,3,male_single,none,4,car_or_other,40,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,48,critical_account,car_used,2751,no_savings,over_7_years,4,male_single,none,3,car_or_other,38,none,own,2,skilled_employee,2,has_phone,yes,good
low_balance,48,payment_delay_past,education,6224,very_low_savings,over_7_years,4,male_single,none,4,no_property,50,none,free,1,skilled_employee,1,no_phone,yes,bad
negative_balance,40,critical_account,education,5998,very_low_savings,1_to_4_years,4,male_single,none,3,no_property,27,bank,own,1,skilled_employee,1,has_phone,yes,bad
low_balance,21,existing_paid_duly,business,1188,very_low_savings,over_7_years,2,female_divorced_married,none,4,insurance_savings,39,none,own,1,skilled_employee,2,no_phone,yes,bad
no_checking_account,24,existing_paid_duly,car_used,6313,no_savings,over_7_years,3,male_single,none,4,car_or_other,41,none,own,1,management_self_employed,2,has_phone,yes,good
no_checking_account,6,critical_account,furniture_equipment,1221,no_savings,1_to_4_years,1,male_married_widowed,none,2,insurance_savings,27,none,own,2,skilled_employee,1,no_phone,yes,good
high_balance,24,existing_paid_duly,furniture_equipment,2892,very_low_savings,over_7_years,3,male_divorced,none,4,no_property,51,none,free,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,furniture_equipment,3062,medium_savings,over_7_years,4,male_single,none,3,no_property,32,none,rent,1,skilled_employee,1,has_phone,yes,good
no_checking_account,9,existing_paid_duly,furniture_equipment,2301,low_savings,less_than_1_year,2,female_divorced_married,none,4,insurance_savings,22,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,car_used,7511,no_savings,over_7_years,1,male_single,none,4,insurance_savings,51,none,free,1,skilled_employee,2,has_phone,yes,bad
no_checking_account,12,critical_account,furniture_equipment,1258,very_low_savings,less_than_1_year,2,female_divorced_married,none,4,insurance_savings,22,none,rent,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,24,payment_delay_past,car_new,717,no_savings,over_7_years,4,male_married_widowed,none,4,car_or_other,54,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,9,existing_paid_duly,car_new,1549,no_savings,less_than_1_year,4,male_single,none,2,real_estate,35,none,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,good
no_checking_account,24,critical_account,education,1597,very_low_savings,over_7_years,4,male_single,none,4,no_property,54,none,free,2,skilled_employee,2,no_phone,yes,good
low_balance,18,critical_account,radio_tv,1795,very_low_savings,over_7_years,3,female_divorced_married,guarantor,4,real_estate,48,bank,rent,2,unskilled_resident,1,has_phone,yes,good
negative_balance,20,critical_account,furniture_equipment,4272,very_low_savings,over_7_years,1,female_divorced_married,none,4,insurance_savings,24,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,critical_account,radio_tv,976,no_savings,over_7_years,4,male_single,none,4,car_or_other,35,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,car_new,7472,no_savings,unemployed,1,female_divorced_married,none,2,real_estate,24,none,rent,1,unemployed_unskilled_nonresident,1,no_phone,yes,good
negative_balance,36,existing_paid_duly,car_new,9271,very_low_savings,4_to_7_years,2,male_single,none,1,car_or_other,24,none,own,1,skilled_employee,1,has_phone,yes,bad
low_balance,6,existing_paid_duly,radio_tv,590,very_low_savings,less_than_1_year,3,male_married_widowed,none,3,real_estate,26,none,own,1,unskilled_resident,1,no_phone,no,good
no_checking_account,12,critical_account,radio_tv,930,no_savings,over_7_years,4,male_single,none,4,real_estate,65,none,own,4,skilled_employee,1,no_phone,yes,good
low_balance,42,all_paid_this_bank,car_used,9283,very_low_savings,unemployed,1,male_single,none,2,no_property,55,bank,free,1,management_self_employed,1,has_phone,yes,good
low_balance,15,no_credit_all_paid,car_new,1778,very_low_savings,less_than_1_year,2,female_divorced_married,none,1,real_estate,26,none,rent,2,unemployed_unskilled_nonresident,1,no_phone,yes,bad
low_balance,8,existing_paid_duly,business,907,very_low_savings,less_than_1_year,3,male_married_widowed,none,2,real_estate,26,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,6,existing_paid_duly,radio_tv,484,very_low_savings,4_to_7_years,3,male_married_widowed,guarantor,3,real_estate,28,bank,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,36,critical_account,car_used,9629,very_low_savings,4_to_7_years,4,male_single,none,4,car_or_other,24,none,own,2,skilled_employee,1,has_phone,yes,bad
negative_balance,48,existing_paid_duly,domestic_appliances,3051,very_low_savings,1_to_4_years,3,male_single,none,4,car_or_other,54,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,48,existing_paid_duly,car_new,3931,very_low_savings,4_to_7_years,4,male_single,none,4,no_property,46,none,free,1,skilled_employee,2,no_phone,yes,bad
low_balance,36,payment_delay_past,car_new,7432,very_low_savings,1_to_4_years,2,female_divorced_married,none,2,insurance_savings,54,none,rent,1,skilled_employee,1,no_phone,yes,good
no_checking_account,6,existing_paid_duly,domestic_appliances,1338,medium_savings,1_to_4_years,1,male_divorced,none,4,real_estate,62,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,6,critical_account,radio_tv,1554,very_low_savings,4_to_7_years,1,female_divorced_married,none,2,car_or_other,24,none,rent,2,skilled_employee,1,has_phone,yes,good
negative_balance,36,existing_paid_duly,others,15857,very_low_savings,unemployed,2,male_divorced,co_applicant,3,car_or_other,43,none,own,1,management_self_employed,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,radio_tv,1345,very_low_savings,1_to_4_years,4,male_married_widowed,none,3,real_estate,26,bank,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,car_new,1101,very_low_savings,1_to_4_years,3,male_married_widowed,none,2,real_estate,27,none,own,2,skilled_employee,1,has_phone,yes,good
high_balance,12,existing_paid_duly,radio_tv,3016,very_low_savings,1_to_4_years,3,male_married_widowed,none,1,car_or_other,24,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,36,existing_paid_duly,furniture_equipment,2712,very_low_savings,over_7_years,2,male_single,none,2,insurance_savings,41,bank,own,1,skilled_employee,2,no_phone,yes,bad
negative_balance,8,critical_account,car_new,731,very_low_savings,over_7_years,4,male_single,none,4,real_estate,47,none,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,18,critical_account,furniture_equipment,3780,very_low_savings,less_than_1_year,3,male_divorced,none,2,car_or_other,35,none,own,2,management_self_employed,1,has_phone,yes,good
negative_balance,21,critical_account,car_new,1602,very_low_savings,over_7_years,4,male_married_widowed,none,3,car_or_other,30,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,18,critical_account,car_new,3966,very_low_savings,over_7_years,1,female_divorced_married,none,4,real_estate,33,bank,rent,3,skilled_employee,1,has_phone,yes,bad
no_checking_account,18,no_credit_all_paid,business,4165,very_low_savings,1_to_4_years,2,male_single,none,2,car_or_other,36,stores,own,2,skilled_employee,2,no_phone,yes,bad
negative_balance,36,existing_paid_duly,car_used,8335,no_savings,over_7_years,3,male_single,none,4,no_property,47,none,free,1,skilled_employee,1,no_phone,yes,bad
low_balance,48,payment_delay_past,business,6681,no_savings,1_to_4_years,4,male_single,none,4,no_property,38,none,free,1,skilled_employee,2,has_phone,yes,good
no_checking_account,24,payment_delay_past,business,2375,medium_savings,1_to_4_years,4,male_single,none,2,car_or_other,44,none,own,2,skilled_employee,2,has_phone,yes,good
negative_balance,18,existing_paid_duly,car_new,1216,very_low_savings,less_than_1_year,4,female_divorced_married,none,3,car_or_other,23,none,rent,1,skilled_employee,1,has_phone,yes,bad
negative_balance,45,no_credit_all_paid,business,11816,very_low_savings,over_7_years,2,male_single,none,4,car_or_other,29,none,rent,2,skilled_employee,1,no_phone,yes,bad
low_balance,24,existing_paid_duly,radio_tv,5084,no_savings,over_7_years,2,female_divorced_married,none,4,car_or_other,42,none,own,1,skilled_employee,1,has_phone,yes,good
